 ## Time[ps]  Epot[eV]  Etot[eV]  Ekin[eV]  <Edelta>  <Etot>  <T[K]>
      1470.0000    -5604.21245   -5530.50760      73.70486        3.16079   -5532.74801     391.07266
      1480.0000    -5600.70261   -5525.29175      75.41085        3.19861   -5527.98044     403.61197
      1490.0000    -5603.03161   -5528.94945      74.08215        3.18642   -5529.51790     399.82670
      1500.0000    -5603.18533   -5528.90513      74.28020        3.20050   -5527.74232     404.41350
      1510.0000    -5602.17917   -5529.28769      72.89148        3.20348   -5527.36770     406.13483
      1520.0000    -5603.98678   -5530.36055      73.62624        3.17759   -5530.63095     397.80937
      1530.0000    -5602.72338   -5531.00936      71.71402        3.18103   -5530.19625     397.98547
      1540.0000    -5598.55316   -5523.59883      74.95433        3.18988   -5529.08133     401.76395
      1550.0000    -5601.98503   -5529.73952      72.24551        3.20024   -5527.77519     404.52182
      1560.0000    -5601.90566   -5529.44873      72.45693        3.18041   -5530.27495     398.40632
      1570.0000    -5604.06272   -5530.40428      73.65844        3.19132   -5528.89922     402.02195
      1580.0000    -5604.96402   -5530.24040      74.72362        3.18776   -5529.34830     401.38698
      1590.0000    -5606.70812   -5532.56037      74.14775        3.19041   -5529.01477     401.76393
      1600.0000    -5602.87772   -5529.35930      73.51841        3.17568   -5530.87168     396.97641
      1610.0000    -5603.26761   -5527.82753      75.44008        3.19560   -5528.36096     403.91432
      1620.0000    -5603.37833   -5528.40943      74.96890        3.19229   -5528.77774     403.06232
      1630.0000    -5603.07474   -5531.39942      71.67532        3.18504   -5529.69105     401.58708
      1640.0000    -5605.62490   -5531.27928      74.34562        3.17036   -5531.54181     397.03744
      1650.0000    -5604.51662   -5533.37719      71.13944        3.19612   -5528.29484     405.18207
      1660.0000    -5604.35820   -5532.36273      71.99548        3.16579   -5532.11724     395.27678
      1670.0000    -5604.50311   -5530.96965      73.53346        3.17813   -5530.56217     399.36839
      1680.0000    -5603.87026   -5528.63027      75.23999        3.17444   -5531.02739     398.03491
      1690.0000    -5603.51796   -5531.88012      71.63784        3.19992   -5527.81627     405.88387
      1700.0000    -5603.38849   -5528.77195      74.61654        3.19345   -5528.63086     403.50325
      1710.0000    -5605.18048   -5532.06106      73.11942        3.18399   -5529.82416     401.00489
      1720.0000    -5605.02490   -5532.16769      72.85721        3.17752   -5530.63902     399.29649
      1730.0000    -5604.38093   -5533.03148      71.34944        3.16267   -5532.51060     394.49680
