 ## Time[ps]  Epot[eV]  Etot[eV]  Ekin[eV]  <Edelta>  <Etot>  <T[K]>
      2980.0000    -5778.52125   -5624.19402     154.32723       -1.65692   -5623.18586     846.97429
      2990.0000    -5785.09766   -5620.52389     164.57377       -1.64125   -5621.21178     858.84715
      3000.0000    -5782.78123   -5624.48854     158.29269       -1.64107   -5621.18792     858.39851
      3010.0000    -5797.46314   -5647.96849     149.49465       -1.76004   -5636.18374     826.65258
      3020.0000    -5793.19449   -5645.50167     147.69281       -1.84436   -5646.81108     800.45835
      3030.0000    -5795.85796   -5651.41087     144.44709       -1.88480   -5651.90750     799.09992
      3040.0000    -5798.76076   -5656.95659     141.80417       -1.89150   -5652.75187     800.64188
      3050.0000    -5798.89075   -5649.44575     149.44500       -1.90527   -5654.48834     794.01775
      3060.0000    -5788.52343   -5646.73210     141.79133       -1.85432   -5648.06682     803.28273
      3070.0000    -5796.04963   -5647.90291     148.14672       -1.82708   -5644.63342     807.75873
      3080.0000    -5801.62162   -5652.42213     149.19950       -1.89430   -5653.10486     801.87401
      3090.0000    -5803.40998   -5658.65146     144.75852       -1.92936   -5657.52364     794.93573
      3100.0000    -5793.90133   -5647.94834     145.95300       -1.87722   -5650.95299     803.73080
      3110.0000    -5787.31967   -5647.28424     140.03543       -1.84347   -5646.69897     805.96604
      3120.0000    -5803.74062   -5652.40140     151.33921       -1.88885   -5652.41902     796.84129
      3130.0000    -5799.11432   -5650.98414     148.13018       -1.86703   -5649.66807     810.01614
      3140.0000    -5797.32324   -5653.67770     143.64554       -1.89348   -5653.00206     804.99400
      3150.0000    -5812.41116   -5671.22414     141.18702       -1.93205   -5657.86339     791.29299
