 ## Time[ps]  Epot[eV]  Etot[eV]  Ekin[eV]  <Edelta>  <Etot>  <T[K]>
      1240.0000    -4598.08174   -4429.98706     168.09468        6.82346   -4435.10381     892.01444
      1250.0000    -4598.08899   -4433.12374     164.96525        6.86200   -4430.24610     903.63899
      1260.0000    -4585.74415   -4417.20567     168.53849        6.89667   -4425.87652     912.24108
      1270.0000    -4599.57699   -4429.39384     170.18316        6.83500   -4433.64927     897.50982
      1280.0000    -4584.90390   -4419.14365     165.76024        6.91375   -4423.72359     915.75671
      1290.0000    -4584.85521   -4417.44149     167.41372        6.94915   -4419.26190     921.47784
      1300.0000    -4593.92392   -4427.17926     166.74466        6.89464   -4426.13226     911.70908
      1310.0000    -4590.99056   -4425.22646     165.76409        6.89407   -4426.20417     911.97092
      1320.0000    -4597.00541   -4431.04348     165.96193        6.85016   -4431.73873     901.36941
      1330.0000    -4604.13120   -4434.94671     169.18450        6.84424   -4432.48509     903.88626
      1340.0000    -4594.55253   -4428.49047     166.06206        6.84302   -4432.63861     902.86760
      1350.0000    -4601.05182   -4435.39499     165.65683        6.82129   -4435.37758     892.94687
      1360.0000    -4597.68220   -4436.80951     160.87269        6.84537   -4432.34236     902.02942
      1370.0000    -4596.99904   -4433.13358     163.86546        6.80770   -4437.09053     889.64891
      1380.0000    -4595.39638   -4433.91134     161.48504        6.82720   -4434.63243     898.71412
      1390.0000    -4606.27366   -4440.46390     165.80976        6.82774   -4434.56509     893.02410
      1400.0000    -4597.47050   -4435.72659     161.74392        6.81364   -4436.34184     890.00167
      1410.0000    -4592.80675   -4429.55046     163.25629        6.86821   -4429.46392     910.79353
      1420.0000    -4597.17782   -4429.15046     168.02736        6.91389   -4423.70654     917.05896
      1430.0000    -4603.79263   -4441.68412     162.10850        6.83355   -4433.83224     898.04014
      1440.0000    -4602.36215   -4436.64459     165.71756        6.76382   -4442.62122     884.73713
      1450.0000    -4592.74353   -4425.63733     167.10620        6.82761   -4434.58128     898.12338
      1460.0000    -4599.23784   -4439.24096     159.99688        6.81803   -4435.78892     890.55729
      1470.0000    -4604.89491   -4440.31782     164.57709        6.77857   -4440.76155     882.63529
      1480.0000    -4593.51318   -4431.26174     162.25144        6.83150   -4434.09062     897.47809
      1490.0000    -4594.81114   -4425.55712     169.25402        6.84246   -4432.70933     896.11806
      1500.0000    -4587.18329   -4419.14106     168.04223        6.92905   -4421.79541     919.13653
      1510.0000    -4593.57414   -4427.70225     165.87189        6.92420   -4422.40682     917.61398
      1520.0000    -4596.29663   -4430.93376     165.36287        6.84654   -4432.19519     898.70117
      1530.0000    -4597.17409   -4433.76228     163.41181        6.85273   -4431.41525     899.87075
      1540.0000    -4591.48785   -4426.28764     165.20021        6.85207   -4431.49879     904.80203
      1550.0000    -4592.65741   -4427.94849     164.70892        6.88843   -4426.91519     909.48075
      1560.0000    -4607.70053   -4437.88311     169.81743        6.83023   -4434.25099     900.46656
      1570.0000    -4595.75979   -4428.62813     167.13166        6.85679   -4430.90313     902.00148
      1580.0000    -4602.19104   -4438.28798     163.90306        6.83688   -4433.41223     904.20434
      1590.0000    -4588.91982   -4430.39757     158.52224        6.86110   -4430.36046     906.85205
      1600.0000    -4593.11766   -4424.28482     168.83284        6.84286   -4432.65880     897.88809
      1610.0000    -4585.82949   -4422.75823     163.07125        6.89999   -4425.45785     915.91457
      1620.0000    -4593.22145   -4426.73575     166.48570        6.88394   -4427.48097     912.38211
      1630.0000    -4599.26416   -4431.49851     167.76565        6.89269   -4426.37807     909.33888
      1640.0000    -4601.20955   -4438.95259     162.25696        6.84040   -4432.96854     900.35314
      1650.0000    -4607.32324   -4448.52747     158.79577        6.78851   -4439.50871     889.34701
      1660.0000    -4603.72224   -4441.89303     161.82921        6.76669   -4442.25886     882.51887
      1670.0000    -4593.59418   -4427.09900     166.49518        6.82444   -4434.98010     893.82722
      1680.0000    -4594.88706   -4423.85762     171.02944        6.88032   -4427.93794     904.39624
      1690.0000    -4601.43803   -4434.32841     167.10962        6.92453   -4422.36609     920.36852
