 ## Time[ps]  Epot[eV]  Etot[eV]  Ekin[eV]  <Edelta>  <Etot>  <T[K]>
       660.0000    -4043.04988   -3866.72339     176.32649        6.33444   -3869.13429     945.29095
       670.0000    -4043.37082   -3870.53653     172.83428        6.37891   -3863.52896     950.75394
       680.0000    -4038.44115   -3866.64311     171.79804        6.36143   -3865.73191     940.73538
       690.0000    -4029.77190   -3856.91291     172.85899        6.40929   -3859.69923     959.53984
       700.0000    -4038.03866   -3862.73691     175.30176        6.39468   -3861.54062     955.10773
       710.0000    -4031.10864   -3857.38026     173.72838        6.44081   -3855.72656     963.38504
       720.0000    -4041.44385   -3863.75680     177.68705        6.34601   -3867.67538     936.12714
       730.0000    -4042.19803   -3866.87106     175.32697        6.38989   -3862.14426     947.99169
       740.0000    -4041.95002   -3867.80614     174.14388        6.33389   -3869.20357     942.95166
       750.0000    -4044.62311   -3873.93033     170.69278        6.30438   -3872.92302     937.90741
       760.0000    -4028.94862   -3854.63158     174.31704        6.36246   -3865.60197     941.52903
       770.0000    -4034.52339   -3860.39294     174.13045        6.43659   -3856.25853     967.58550
       780.0000    -4034.45217   -3865.40377     169.04840        6.37352   -3864.20762     955.12752
       790.0000    -4046.04829   -3871.58790     174.46039        6.33053   -3869.62600     941.80070
       800.0000    -4033.04987   -3857.85434     175.19553        6.38549   -3862.69953     949.61765
       810.0000    -4031.49974   -3853.63977     177.85998        6.44837   -3854.77375     970.25810
       820.0000    -4034.92791   -3852.23356     182.69434        6.45490   -3853.95153     968.45942
       830.0000    -4038.01802   -3866.34966     171.66836        6.35648   -3866.35621     942.81979
       840.0000    -4050.40936   -3876.99973     173.40963        6.34981   -3867.19680     948.28918
       850.0000    -4047.53394   -3877.25015     170.28379        6.27494   -3876.63257     932.48492
       860.0000    -4044.00846   -3866.64247     177.36599        6.25691   -3878.90572     922.96787
       870.0000    -4047.63889   -3870.94302     176.69587        6.33136   -3869.52144     935.33181
       880.0000    -4037.29014   -3865.12941     172.16073        6.36272   -3865.56892     945.88980
       890.0000    -4029.54897   -3856.15599     173.39298        6.40709   -3859.97653     954.66786
       900.0000    -4034.68819   -3862.13958     172.54861        6.39763   -3861.16982     954.72520
       910.0000    -4033.59692   -3860.02964     173.56728        6.43434   -3856.54233     964.93618
       920.0000    -4041.10824   -3868.33510     172.77314        6.39011   -3862.11702     951.36841
       930.0000    -4041.95572   -3867.87549     174.08022        6.34898   -3867.30173     945.89986
       940.0000    -4034.90978   -3854.88232     180.02746        6.42864   -3857.26149     964.94859
       950.0000    -4039.04447   -3872.21070     166.83377        6.38762   -3862.43160     956.90895
       960.0000    -4046.08874   -3872.97688     173.11186        6.29239   -3874.43345     937.12133
       970.0000    -4031.24491   -3859.83700     171.40790        6.36758   -3864.95653     945.29378
       980.0000    -4032.53531   -3862.81304     169.72226        6.36422   -3865.38031     944.23601
       990.0000    -4044.03314   -3866.48504     177.54810        6.38916   -3862.23632     948.81710
      1000.0000    -4041.40394   -3866.59023     174.81371        6.29784   -3873.74670     936.68909
      1010.0000    -4051.05343   -3885.95609     165.09734        6.27279   -3876.90388     932.70565
      1020.0000    -4053.43126   -3887.97022     165.46104        6.20154   -3885.88400     908.51704
      1030.0000    -4060.10031   -3896.68341     163.41691        6.16766   -3890.15497     908.15219
      1040.0000    -4056.14607   -3893.60688     162.53919        6.13561   -3894.19383     892.47850
      1050.0000    -4053.26088   -3890.12053     163.14035        6.14448   -3893.07606     902.56209
      1060.0000    -4053.90786   -3881.59000     172.31786        6.20025   -3886.04693     915.11349
      1070.0000    -4047.37056   -3876.92726     170.44330        6.22198   -3883.30748     920.00766
      1080.0000    -4060.68419   -3900.16008     160.52411        6.16624   -3890.33324     907.70136
      1090.0000    -4066.57627   -3898.18482     168.39144        6.11356   -3896.97267     892.19623
      1100.0000    -4050.95161   -3884.28594     166.66567        6.13075   -3894.80618     899.07493
      1110.0000    -4055.82313   -3896.92576     158.89737        6.16192   -3890.87786     903.40913
      1120.0000    -4054.61883   -3885.95688     168.66194        6.11944   -3896.23242     902.59021
      1130.0000    -4061.34419   -3900.86987     160.47432        6.14120   -3893.48935     899.12115
      1140.0000    -4056.75961   -3892.56923     164.19038        6.13183   -3894.67017     900.37223
      1150.0000    -4055.88698   -3890.56078     165.32620        6.17522   -3889.20187     909.72839
      1160.0000    -4060.19328   -3895.46264     164.73064        6.16231   -3890.82848     905.86040
      1170.0000    -4051.79587   -3890.90234     160.89353        6.16784   -3890.13138     906.88433
      1180.0000    -4051.99992   -3886.31704     165.68288        6.17907   -3888.71598     905.05556
      1190.0000    -4053.73930   -3887.70268     166.03661        6.15709   -3891.48723     898.88342
      1200.0000    -4054.32158   -3886.55062     167.77096        6.20404   -3885.56951     911.86624
      1210.0000    -4051.79282   -3885.96084     165.83199        6.21286   -3884.45720     912.26380
      1220.0000    -4053.96173   -3892.65718     161.30455        6.18245   -3888.29049     905.27716
      1230.0000    -4054.28626   -3884.92491     169.36135        6.17261   -3889.53031     904.16790
      1240.0000    -4054.81037   -3881.02061     173.78976        6.19000   -3887.33925     905.05994
      1250.0000    -4054.35196   -3888.71087     165.64108        6.24239   -3880.73591     919.04359
      1260.0000    -4054.55494   -3889.39250     165.16244        6.20376   -3885.60447     907.26977
      1270.0000    -4056.13867   -3896.60897     159.52970        6.13270   -3894.56059     889.42161
      1280.0000    -4055.95889   -3889.03160     166.92729        6.14810   -3892.61966     897.52819
      1290.0000    -4050.02664   -3885.40065     164.62598        6.17705   -3888.97042     907.64970
      1300.0000    -4051.03649   -3884.54772     166.48877        6.17658   -3889.03066     909.15302
      1310.0000    -4040.81959   -3874.27302     166.54657        6.21216   -3884.54624     916.73740
      1320.0000    -4056.16922   -3889.43063     166.73858        6.20682   -3885.21888     910.77339
      1330.0000    -4054.56350   -3888.90740     165.65610        6.17425   -3889.32353     900.49320
      1340.0000    -4050.90678   -3887.15004     163.75674        6.17070   -3889.77141     900.68486
      1350.0000    -4050.17841   -3887.34595     162.83246        6.13383   -3894.41867     890.48110
      1360.0000    -4051.59928   -3887.27817     164.32110        6.22096   -3883.43663     900.57740
      1370.0000    -4059.76287   -3892.63662     167.12625        6.17122   -3889.70561     896.85328
      1380.0000    -4053.46001   -3890.47153     162.98848        6.14340   -3893.21244     893.24951
      1390.0000    -4057.11400   -3895.32519     161.78881        6.16530   -3890.45132     897.75770
      1400.0000    -4054.41208   -3885.03843     169.37365        6.15218   -3892.10576     892.96331
      1410.0000    -4050.65339   -3887.73803     162.91536        6.24453   -3880.46555     919.18454
      1420.0000    -4055.12470   -3893.94518     161.17952        6.19856   -3886.26048     912.75506
      1430.0000    -4056.47995   -3893.27868     163.20127        6.17750   -3888.91459     905.65884
      1440.0000    -4069.51194   -3910.23431     159.27763        6.06011   -3903.71039     883.26358
      1450.0000    -4056.12237   -3891.55742     164.56496        6.05740   -3904.05132     883.10535
      1460.0000    -4065.00939   -3909.59335     155.41603        6.09840   -3898.88419     891.56693
      1470.0000    -4063.94996   -3905.23533     158.71463        6.02853   -3907.69006     876.05614
      1480.0000    -4061.43275   -3895.69170     165.74106        6.08844   -3900.13964     890.45848
      1490.0000    -4055.67601   -3888.11416     167.56185        6.14146   -3893.45663     896.03830
      1500.0000    -4059.06862   -3896.82101     162.24761        6.16616   -3890.34368     911.56661
      1510.0000    -4059.59738   -3897.21777     162.37961        6.17041   -3889.80738     909.66335
      1520.0000    -4062.47670   -3897.38425     165.09245        6.09160   -3899.74122     891.15442
      1530.0000    -4058.00560   -3892.61148     165.39412        6.13733   -3893.97714     903.15048
      1540.0000    -4054.98248   -3884.25657     170.72591        6.13560   -3894.19572     902.23103
      1550.0000    -4064.66949   -3898.06396     166.60554        6.15271   -3892.03825     907.28285
      1560.0000    -4054.21956   -3887.54104     166.67852        6.12945   -3894.97100     897.14616
      1570.0000    -4057.94108   -3893.21778     164.72330        6.17937   -3888.67797     911.60397
      1580.0000    -4058.35327   -3894.70307     163.65020        6.15637   -3891.57779     906.94890
      1590.0000    -4058.72525   -3897.51657     161.20869        6.16218   -3890.84509     911.42578
      1600.0000    -4058.95259   -3892.48448     166.46811        6.13322   -3894.49561     905.48042
      1610.0000    -4058.76334   -3890.56708     168.19626        6.15739   -3891.44933     910.47608
      1620.0000    -4057.45328   -3891.35278     166.10051        6.15561   -3891.67322     910.58504
      1630.0000    -4057.34795   -3888.23200     169.11595        6.16619   -3890.33917     906.19107
      1640.0000    -4055.22231   -3891.85775     163.36456        6.18056   -3888.52801     906.67288
      1650.0000    -4058.62908   -3899.49443     159.13464        6.16041   -3891.06831     907.28500
