 ## Time[ps]  Epot[eV]  Etot[eV]  Ekin[eV]  <Edelta>  <Etot>  <T[K]>
      2260.0000    -4780.28171   -4697.90927      82.37243        4.67924   -4697.84869     454.65582
      2270.0000    -4782.21007   -4699.21265      82.99742        4.67662   -4698.17899     453.90952
      2280.0000    -4782.30440   -4699.55507      82.74934        4.66552   -4699.57797     450.43330
      2290.0000    -4782.36413   -4701.10852      81.25561        4.67516   -4698.36299     453.30754
      2300.0000    -4778.78132   -4697.55082      81.23050        4.69206   -4696.23351     458.63335
      2310.0000    -4781.61143   -4699.23154      82.37989        4.65742   -4700.59974     447.55345
      2320.0000    -4781.42805   -4699.60737      81.82067        4.65940   -4700.34935     448.45846
      2330.0000    -4779.63994   -4693.72025      85.91969        4.70315   -4694.83536     462.36628
      2340.0000    -4778.53821   -4695.49178      83.04644        4.70010   -4695.22051     461.30851
      2350.0000    -4782.90895   -4700.41797      82.49098        4.67449   -4698.44786     453.16958
      2360.0000    -4778.38912   -4694.44440      83.94472        4.69410   -4695.97672     459.44719
      2370.0000    -4780.14592   -4695.13155      85.01436        4.69040   -4696.44286     458.24671
      2380.0000    -4781.74952   -4699.39582      82.35371        4.68147   -4697.56813     455.32040
      2390.0000    -4783.78046   -4704.37729      79.40316        4.64619   -4702.01489     444.31379
      2400.0000    -4784.69045   -4699.82821      84.86225        4.65779   -4700.55210     448.10821
      2410.0000    -4782.35995   -4699.78486      82.57509        4.66543   -4699.58938     450.52750
      2420.0000    -4780.70131   -4699.91774      80.78357        4.67138   -4698.84003     452.11845
      2430.0000    -4779.46883   -4700.81265      78.65618        4.66947   -4699.08067     451.61200
      2440.0000    -4781.31466   -4698.79243      82.52224        4.65033   -4701.49340     445.32123
      2450.0000    -4777.56089   -4696.05477      81.50612        4.68782   -4696.76815     457.18278
      2460.0000    -4783.25671   -4701.88610      81.37060        4.66948   -4699.07986     451.47836
      2470.0000    -4783.47713   -4700.60212      82.87501        4.66303   -4699.89187     449.74968
      2480.0000    -4782.45473   -4698.94583      83.50890        4.63833   -4703.00516     441.67715
      2490.0000    -4780.36286   -4701.20001      79.16285        4.64262   -4702.46458     442.95062
      2500.0000    -4781.13643   -4697.62138      83.51505        4.67075   -4698.91980     452.03352
      2510.0000    -4777.67444   -4693.69313      83.98131        4.68083   -4697.64935     455.11905
      2520.0000    -4780.06377   -4697.03872      83.02504        4.69446   -4695.93070     459.54092
      2530.0000    -4781.97127   -4700.82597      81.14531        4.66825   -4699.23390     451.08479
      2540.0000    -4782.82983   -4700.91463      81.91520        4.64576   -4702.06918     443.79300
      2550.0000    -4784.08810   -4701.61623      82.47187        4.64794   -4701.79473     444.57136
      2560.0000    -4783.47471   -4699.80309      83.67162        4.64739   -4701.86318     444.38327
      2570.0000    -4781.50912   -4698.30216      83.20696        4.67122   -4698.85949     451.89291
      2580.0000    -4784.67847   -4699.38762      85.29086        4.70210   -4694.96765     461.88440
      2590.0000    -4781.73669   -4692.06445      89.67224        4.68371   -4697.28566     456.09669
      2600.0000    -4782.60841   -4699.99077      82.61763        4.68079   -4697.65365     455.18171
      2610.0000    -4780.15527   -4696.12839      84.02688        4.67620   -4698.23244     453.78004
      2620.0000    -4779.85375   -4695.89702      83.95673        4.67614   -4698.24015     453.83968
      2630.0000    -4781.14420   -4702.25281      78.89140        4.66241   -4699.97065     449.38060
      2640.0000    -4784.27635   -4701.75524      82.52111        4.64733   -4701.87066     444.85076
      2650.0000    -4782.34535   -4697.95311      84.39224        4.67053   -4698.94724     452.01244
      2660.0000    -4785.07258   -4702.01393      83.05865        4.66979   -4699.04001     451.64788
      2670.0000    -4783.19802   -4698.96719      84.23083        4.66680   -4699.41692     450.94319
      2680.0000    -4784.93825   -4703.73831      81.19995        4.64131   -4702.62929     442.83606
      2690.0000    -4779.66371   -4697.78244      81.88126        4.66137   -4700.10124     449.06780
      2700.0000    -4780.27818   -4698.83247      81.44571        4.67105   -4698.88103     451.77708
      2710.0000    -4780.42390   -4696.90000      83.52390        4.67337   -4698.58838     452.90713
      2720.0000    -4778.29926   -4696.31379      81.98547        4.66681   -4699.41597     450.64662
      2730.0000    -4780.61415   -4696.94136      83.67280        4.69605   -4695.73071     460.27682
      2740.0000    -4779.75040   -4697.70952      82.04088        4.68418   -4697.22682     456.28529
      2750.0000    -4781.00638   -4697.79104      83.21535        4.69403   -4695.98483     459.42979
      2760.0000    -4779.09045   -4695.72070      83.36975        4.67811   -4697.99125     454.51543
      2770.0000    -4778.65336   -4694.10357      84.54979        4.68883   -4696.63984     457.80647
      2780.0000    -4783.46188   -4699.33242      84.12946        4.66157   -4700.07667     449.04160
      2790.0000    -4780.53210   -4699.39788      81.13422        4.65813   -4700.50980     448.19006
      2800.0000    -4779.78389   -4698.31678      81.46711        4.67856   -4697.93546     454.47455
      2810.0000    -4781.37958   -4698.57979      82.79980        4.66451   -4699.70592     450.18344
      2820.0000    -4781.11076   -4698.39830      82.71246        4.68099   -4697.62903     455.16188
      2830.0000    -4778.20235   -4694.96865      83.23370        4.67935   -4697.83576     454.75502
      2840.0000    -4782.57342   -4698.17731      84.39612        4.67365   -4698.55421     452.90670
      2850.0000    -4781.30047   -4699.61601      81.68446        4.67923   -4697.85043     454.58811
      2860.0000    -4782.97759   -4701.20984      81.76776        4.64931   -4701.62166     445.44193
      2870.0000    -4784.54062   -4698.98955      85.55107        4.67522   -4698.35544     453.53518
      2880.0000    -4783.67978   -4702.43800      81.24179        4.67575   -4698.28940     453.51040
      2890.0000    -4782.39812   -4698.17682      84.22130        4.67359   -4698.56081     452.92361
      2900.0000    -4782.51150   -4701.96200      80.54950        4.66458   -4699.69643     450.30279
      2910.0000    -4781.91113   -4697.92039      83.99074        4.66595   -4699.52369     450.74258
      2920.0000    -4779.92540   -4694.98458      84.94082        4.70226   -4694.94834     462.09072
      2930.0000    -4781.06820   -4699.20748      81.86072        4.67229   -4698.72520     452.41958
      2940.0000    -4783.54388   -4699.47333      84.07055        4.66966   -4699.05622     451.64902
      2950.0000    -4783.01203   -4703.03541      79.97662        4.65882   -4700.42315     448.33136
      2960.0000    -4781.41693   -4702.77042      78.64651        4.64547   -4702.10608     444.07273
      2970.0000    -4784.20288   -4697.88240      86.32047        4.66050   -4700.21153     448.70650
      2980.0000    -4782.29094   -4699.91470      82.37625        4.68088   -4697.64195     455.23815
      2990.0000    -4781.02510   -4699.91378      81.11132        4.65584   -4700.79788     447.44516
      3000.0000    -4781.99967   -4700.65245      81.34722        4.68633   -4696.95549     456.71799
